Type,Date,City,State,Address,Website_URL,Phone_Number,Details_URL
indoor,2015-03-07,Akron, OH,,,,http://oh.milesplit.com/meets/189396-oatccc-indoor-state-championship
indoor,2015-03-07,Ithaca, NY,,http://NY.milesplit.com/teams/CORN,,http://ny.milesplit.com/meets/186761-nysphsaa-ny-state-champs
outdoor,2015-04-23,Philadelphia, PA,,http://pa.milesplit.com/teams/UPENN,,http://co.milesplit.com/meets/185046-the-penn-relays-carnival
outdoor,2015-04-18,Clovis, CA,,http://CA.milesplit.com/teams/BUCHS,,http://ca.milesplit.com/meets/190104-west-coast-relays
outdoor,2015-04-18,Woodbury, NJ,,http://NJ.milesplit.com/teams/4122,,http://nj.milesplit.com/meets/199567-the-woodbury-relays
outdoor,2015-04-18,Shippensburg, PA,,http://PA.milesplit.com/venues/2176,,http://pa.milesplit.com/meets/193388-shippensburg-89th-jack-roddick-hs-invitational
outdoor,2015-04-18,Pasco, WA,,http://WA.milesplit.com/teams/PASCO,,http://wa.milesplit.com/meets/193089-pasco-invitational
outdoor,2015-04-18,Forestville, MD,,http://MD.milesplit.com/venues/12641,,http://md.milesplit.com/meets/178383-mcnamara-mustangs-invitational
indoor,2015-03-07,Ypsilanti, MI,,http://IA.milesplit.com/teams/NAAU,,http://usa.milesplit.com/meets/191311-aau-14-under-youth-national-indoor-championship
indoor,2015-03-06,Gillette, WY,,http://wy.milesplit.com/teams/GILHS,,http://co.milesplit.com/meets/189439-wyoming-state-indoor-track-field-championships
indoor,2015-03-05,Geneva, OH,,,,http://co.milesplit.com/meets/191168-naia-indoor-track-national-championship
indoor,2015-03-03,New York, NY,,,,http://ny.milesplit.com/meets/186757-81st-eastern-states-championships
indoor,2015-03-01,West Point, NY,,http://al.milesplit.com/teams/,,http://co.milesplit.com/meets/202351-aau-indoor-track-field-national-championship
outdoor,2015-04-17,Woodbury, NJ,,http://NJ.milesplit.com/teams/4122,,http://nj.milesplit.com/meets/199570-the-woodbury-middle-school-relays
outdoor,2015-04-17,New York, NY,,http://NY.milesplit.com/venues/5811,,http://ny.milesplit.com/meets/198229-new-york-relays
outdoor,2015-04-17,Mesa, AZ,,http://AZ.milesplit.com/venues/7571,,http://az.milesplit.com/meets/193989-hohokam-invitational
outdoor,2015-04-17,Indianapolis, IN,,http://in.milesplit.com/teams/FCEN,,http://co.milesplit.com/meets/192196-flashes-showcase
outdoor,2015-04-16,Eugene, OR,,http://OR.milesplit.com/teams/UO,,http://or.milesplit.com/meets/193088-oregon-relays
outdoor,2015-04-16,Walnut, CA,,http://CA.milesplit.com/teams/MTSAC,,http://ca.milesplit.com/meets/190096-mt-sac-relays
outdoor,2015-04-11,Denver, CO,,http://CO.milesplit.com/teams/MULL,,http://co.milesplit.com/meets/184413-mullen-adidas-runners-roost-invitational
indoor,2015-03-01,State College, PA,,,,http://pa.milesplit.com/meets/182361-2015-ptfca-indoor-state-championship
indoor,2015-02-28,Johnson City, TN,,http://tn.milesplit.com/teams/KYA,,http://co.milesplit.com/meets/186696-tennessee-state-hs-indoor-track-championships
indoor,2015-02-28,Ypsilanti, MI,,,,http://mi.milesplit.com/meets/188504-mits-state-championship
indoor,2015-02-27,Geneva, OH,,,,http://co.milesplit.com/meets/195985-big-ten-indoor-conference-championship
outdoor,2015-04-15,Lawrence, KS,,http://ks.milesplit.com/teams/KU,,http://co.milesplit.com/meets/195515-kansas-relays
outdoor,2015-04-14,Nashville, TN,,http://tn.milesplit.com/teams/VU,,http://co.milesplit.com/meets/199481-great-8-invitational
indoor,2015-02-27,Boston, MA,,,,http://ma.milesplit.com/meets/189639-28th-new-england-indoor-track-field-championships
outdoor,2015-04-10,Columbia, SC,,,,http://co.milesplit.com/meets/156368-taco-bell-classic
indoor,2015-02-26,Blacksburg, VA,,,,http://ma.milesplit.com/meets/189639-28th-new-england-indoor-track-field-championships
outdoor,2015-04-11,Walnut, CA,,http://CA.milesplit.com/teams/MTSAC,,http://ca.milesplit.com/meets/197676-mt-sac-community-college-invitational
indoor,2015-02-23,Landover, MD,,,,http://md.milesplit.com/meets/190980-3a-maryland-indoor-state-championship
indoor,2015-02-21,Lexington, KY,,,,http://ky.milesplit.com/meets/188566-uk-high-school-invitational
indoor,2015-02-21,Toms River, NJ,,,,http://nj.milesplit.com/meets/189119-njsiaa-meet-of-champions
indoor,2015-02-23,Landover, MD,,,,http://md.milesplit.com/meets/190981-4a-maryland-indoor-state-championship
outdoor,2015-04-10,Germantown, TN,,http://TN.milesplit.com/venues/4205,,http://tn.milesplit.com/meets/188956-houston-track-classic
outdoor,2015-04-10,Fairfax, VA,,http://VA.milesplit.com/teams/ROB,,http://va.milesplit.com/meets/192984-northern-virginia-invitational
outdoor,2015-04-10,Cleveland, TN,,http://TN.milesplit.com/teams/WVHS,,http://tn.milesplit.com/meets/188058-chattanooga-optimist-southeastern-track-field-invitational
outdoor,2015-04-10,Arcadia, CA,,http://CA.milesplit.com/teams/AHS,,http://ca.milesplit.com/meets/190088-arcadia-invitational
outdoor,2015-04-09,Knoxville, TN,,http://tn.milesplit.com/teams/UT,,http://co.milesplit.com/meets/197635-sea-ray-relays
indoor,2015-02-21,Allendale Charter Township, MI,,http://MI.milesplit.com/teams/GVST,,http://mi.milesplit.com/meets/191738-mits-gvsu-3-gazelle-sports-elite-meet
indoor,2015-02-21,Boston, MA,,,,http://co.milesplit.com/meets/190935-miaa-auerbach-all-state-meet
indoor,2015-02-19,Pocatello, ID,,http://ID.milesplit.com/venues/2057,,http://id.milesplit.com/meets/181692-simplot-games
outdoor,2015-04-09,Hattisburg, MS,,http://ms.milesplit.com/teams/HATT,,http://co.milesplit.com/meets/203668-2015-forrest-lamar-county-championships
indoor,2015-02-21,Durham, NH,,,,http://co.milesplit.com/meets/195433-new-hampshire-indoor-t-f-state-championships
outdoor,2015-04-04,Atlanta, GA,,http://GA.milesplit.com/teams/WLAK,,http://ga.milesplit.com/meets/181966-westlake-relays
indoor,2015-02-21,, CT,,,,http://co.milesplit.com/meets/194687-ciac-state-open-championships
outdoor,2015-04-03,Johnson City, TN,,http://tn.milesplit.com/teams/KYA,,http://co.milesplit.com/meets/186693-tri-cities-track-classic
outdoor,2015-04-04,Nassau, NP,,,,http://co.milesplit.com/meets/197042-carifta-games
outdoor,2015-04-03,Mission Viejo, CA,,http://CA.milesplit.com/teams/THHS,,http://ca.milesplit.com/meets/190080-trabuco-hills-invitational
indoor,2015-02-17,Boston, MA,,,,http://co.milesplit.com/meets/190934-miaa-division-5-championships
indoor,2015-02-16,Gorham, ME,,,,http://me.milesplit.com/meets/189207-class-a-indoor-state-championship
indoor,2015-02-16,New Haven, CT,,,,http://co.milesplit.com/meets/194738-ciac-class-ll-championships
outdoor,2015-04-03,Palo Alto, CA,,http://CA.milesplit.com/venues/878,,http://ca.milesplit.com/meets/186830-stanford-invitational
outdoor,2015-04-03,Mobile, AL,,http://AL.milesplit.com/teams/STPA,,http://al.milesplit.com/meets/188564-mobile-challenge-of-champions
outdoor,2015-04-03,Newport News, VA,,http://VA.milesplit.com/teams/CNU,,http://va.milesplit.com/meets/185071-cnus-30th-annual-hs-captains-classic
outdoor,2015-04-03,Myrtle Beach, SC,,http://SC.milesplit.com/teams/CFT,,http://sc.milesplit.com/meets/192331-beach-run-invitational
indoor,2015-02-16,Landover, MD,,,,http://md.milesplit.com/meets/190979-2a-maryland-indoor-state-championship
outdoor,2015-04-03,Williamsburg, VA,,http://VA.milesplit.com/teams/WM,,http://va.milesplit.com/meets/178431-colonial-relays
indoor,2015-02-16,Landover, MD,,,,http://md.milesplit.com/meets/190978-1a-maryland-indoor-state-championship
indoor,2015-02-15,Birmingham, AL,,http://al.milesplit.com/teams/USATF,,http://co.milesplit.com/meets/194692-usatf-south-zone-indoor-meet
outdoor,2015-04-02,Houston, TX,,http://tx.milesplit.com/teams/RICE,,http://co.milesplit.com/meets/191206-victor-lopez-classic
outdoor,2015-03-31,Hattisburg, MS,,http://ms.milesplit.com/teams/HATT,,http://co.milesplit.com/meets/202181-powerade-relays
indoor,2015-02-15,Fresno, CA,,http://ca.milesplit.com/teams/FRESN,,http://co.milesplit.com/meets/194172-the-run-for-the-dream
indoor,2015-02-15,Albuquerque, NM,,,,http://nm.milesplit.com/meets/181691-great-southwest-classic-indoor-invitational
indoor,2015-02-14,Richmond, VA,,http://VA.milesplit.com/teams/STC,,http://va.milesplit.com/meets/191492-visaa-indoor-track-field-championships
indoor,2015-02-14,Geneva, OH,,,,http://oh.milesplit.com/meets/191238-spire-hs-showcase
outdoor,2015-03-28,Pasadena, CA,,http://ca.milesplit.com/teams/PSDNC,,http://co.milesplit.com/meets/190074-pasadena-games-invitational
outdoor,2015-03-28,Knoxville, TN,,http://TN.milesplit.com/venues/8861,,http://tn.milesplit.com/meets/191401-hardin-valley-invitational
indoor,2015-02-14,Northfield, VT,,,,http://co.milesplit.com/meets/194656-vermont-state-indoor-t-f-championships
outdoor,2015-03-28,Marietta, GA,,http://GA.milesplit.com/teams/MARR,,http://ga.milesplit.com/meets/184332-cobb-county-track-and-field-championships
outdoor,2015-03-28,Huntington Beach, CA,,http://ca.milesplit.com/teams/MRNAH,,http://co.milesplit.com/meets/195414-beach-cities-track-field-invitational
indoor,2015-02-14,Winston-Salem, NC,,http://NC.milesplit.com/teams/NSTKS,,http://nc.milesplit.com/meets/188885-nchsaa-4a-indoor-state-championship
indoor,2015-02-14,Bethlehem, PA,,,,http://pa.milesplit.com/meets/188390-ptfca-indoor-track-carnival
indoor,2015-02-14,Winston-Salem, NC,,http://NC.milesplit.com/teams/MCM,,http://nc.milesplit.com/meets/188862-nchsaa-3a-indoor-state-championship
outdoor,2015-03-28,Azusa, CA,,http://CA.milesplit.com/teams/ARRHS,,http://ca.milesplit.com/meets/197122-adidas-azusa-meet-of-champions
outdoor,2015-03-28,San Diego, CA,,http://CA.milesplit.com/teams/MTCRM,,http://ca.milesplit.com/meets/190072-asics-mt-carmel-invitational
outdoor,2015-03-28,Plymouth-Whitemarsh, PA,,http://PA.milesplit.com/teams/1015,,http://pa.milesplit.com/meets/193190-30th-pennsylvania-track-classic
outdoor,2015-03-27,St. George, UT,,http://ut.milesplit.com/teams/PVIEW,,http://co.milesplit.com/meets/192627-pine-view-invitational
outdoor,2015-03-27,Tallahassee, FL,,http://FL.milesplit.com/teams/FSU,,http://fl.milesplit.com/meets/188264-fsu-relays
indoor,2015-02-14,New Haven, CT,,,,http://co.milesplit.com/meets/194638-ciac-class-m-championships
indoor,2015-02-14,New York, NY,,,,http://ny.milesplit.com/meets/186742-millrose-games
indoor,2015-02-14,Boston, MA,,,,http://co.milesplit.com/meets/190933-miaa-division-4-championships
indoor,2015-02-13,Boston, MA,,,,http://co.milesplit.com/meets/190932-miaa-division-3-championships
outdoor,2015-03-27,Festus, MO,,http://MO.milesplit.com/teams/FSTHS,,http://mo.milesplit.com/meets/194465-festus-early-bird-hs-invitational
indoor,2015-02-13,New Haven, CT,,,,http://co.milesplit.com/meets/194619-ciac-class-l-championships
indoor,2015-02-13,Winston-Salem, NC,,http://NC.milesplit.com/teams/NSTKS,,http://nc.milesplit.com/meets/188757-nchsaa-1a-2a-indoor-state-championship
outdoor,2015-03-27,Raleigh, NC,,http://NC.milesplit.com/venues/702,,http://nc.milesplit.com/meets/193409-adidas-raleigh-relays
outdoor,2015-03-25,Austin, TX,,http://tx.milesplit.com/teams/UT,,http://co.milesplit.com/meets/190856-texas-relays
outdoor,2015-03-21,Jacksonville, FL,,http://FL.milesplit.com/teams/RAIN,,http://fl.milesplit.com/meets/190814-bob-hayes-invitational
indoor,2015-02-12,Boston, MA,,,,http://co.milesplit.com/meets/190931-miaa-division-2-championships
indoor,2015-02-11,Boston, MA,,,,http://co.milesplit.com/meets/190930-miaa-division-1-championships
outdoor,2015-03-21,Ft. Lauderdale, FL,,http://FL.milesplit.com/teams/DILL,,http://fl.milesplit.com/meets/196890-bcaa-championships
indoor,2015-02-07,Seattle, WA,,http://wa.milesplit.com/teams/UW,,http://co.milesplit.com/meets/191575-uw-high-school-invitational
indoor,2015-02-07,Boston, MA,,,,http://ma.milesplit.com/meets/193222-new-balance-grand-prix
indoor,2015-02-07,USAFA, CO,,http://CO.milesplit.com/teams/AF,,http://co.milesplit.com/meets/181690-air-force-high-school-indoor-open
outdoor,2015-03-21,Tampa, FL,,http://FL.milesplit.com/teams/GEOS,,http://fl.milesplit.com/meets/193186-6th-annual-usf-george-m-steinbrenner-invitational
indoor,2015-02-07,Baton Rouge, LA,,http://LA.milesplit.com/teams/LSU,,http://la.milesplit.com/meets/190694-lsu-high-school-last-chance-qualifier
outdoor,2015-03-20,Houston, TX,,http://tx.milesplit.com/teams/TEXAS,,http://co.milesplit.com/meets/199224-texas-southern-relays
outdoor,2015-03-20,Louisville, KY,,http://KY.milesplit.com/teams/CHAC,,http://ky.milesplit.com/meets/185569-kytrackxccom-5k-showdown
indoor,2015-02-07,Fayetteville, AR,,http://AR.milesplit.com/teams/UAF,,http://ar.milesplit.com/meets/193894-arkansas-indoor-hs-championships-5a-6a-7a
outdoor,2015-03-20,Chandler, AZ,,http://AZ.milesplit.com/venues/6100,,http://az.milesplit.com/meets/188582-75th-chandler-rotary
indoor,2015-02-06,Winston-Salem, NC,,http://NC.milesplit.com/venues/14380,,http://nc.milesplit.com/meets/188004-david-oliver-classic
outdoor,2015-03-13,Atlanta, GA,,http://GA.milesplit.com/teams/POPE,,http://ga.milesplit.com/meets/184208-the-coaches-invitational
outdoor,2015-03-20,Dallas, TX,,http://TX.milesplit.com/teams/DALJE,,http://tx.milesplit.com/meets/191677-jesuit-sheaner-relays
indoor,2015-02-06,Boise, ID,,http://ID.milesplit.com/teams/BSU,,http://id.milesplit.com/meets/190519-jacksons-invitational-new-balance-west
indoor,2015-02-06,Birmingham, AL,,,,http://al.milesplit.com/meets/173629-ahsaa-state-indoor-1a-7a-championship
indoor,2015-02-06,Fayetteville, AR,,http://AR.milesplit.com/venues/7048,,http://ar.milesplit.com/meets/193893-arkansas-indoor-hs-championships-1a-2a-3a-4a
outdoor,2015-03-13,, CA,,,,http://co.milesplit.com/meets/190006-south-county-classic
outdoor,2015-03-13,Redondo Beach, CA,,http://CA.milesplit.com/teams/REDHS,,http://ca.milesplit.com/meets/190009-redondo-nike-festival
outdoor,2015-03-13,Irvine, CA,,http://CA.milesplit.com/teams/IRVIN,,http://ca.milesplit.com/meets/190008-irvine-asics-invitational
outdoor,2015-03-07,Lancaster, TX,,http://TX.milesplit.com/teams/LAN,,http://tx.milesplit.com/meets/191540-lancaster-meet-of-champions
outdoor,2015-03-06,Hattiesburg, MS,,http://MS.milesplit.com/teams/SOMSS,,http://ms.milesplit.com/meets/189394-usm-high-school-invitational
indoor,2015-02-05,New York, NY,,,,http://ny.milesplit.com/meets/188925-the-varsity-classic
indoor,2015-02-05,Hillhouse, CT,,,,http://co.milesplit.com/meets/193886-fciac-championships
outdoor,2015-02-21,Atlanta, GA,,http://GA.milesplit.com/teams/WLAK,,http://usa.milesplit.com/meets/181964-4th-annual-lions-showcase
indoor,2015-02-01,Boston, MA,,,,http://ma.milesplit.com/meets/190920-mstca-last-chance-to-qualify-meet
indoor,2015-01-31,Lexington, KY,,http://ky.milesplit.com/teams/UK,,http://co.milesplit.com/meets/188565-wildcat-classic
indoor,2015-01-31,New Haven, CT,,,,http://co.milesplit.com/meets/190591-central-connecticut-conference-indoor-t-f-championships
indoor,2015-01-31,Nashville, TN,,,,http://co.milesplit.com/meets/186695-vanderbilt-high-school-indoor-invitational
indoor,2015-01-30,Birmingham, AL,,http://AL.milesplit.com/teams/HVER,,http://al.milesplit.com/meets/173628-last-chance-invitational
indoor,2015-01-30,Allendale Charter Township, MI,,http://MI.milesplit.com/teams/GVST,,http://mi.milesplit.com/meets/193428-gazelle-sports-elite-meet-mits-gvsu-3
indoor,2015-01-30,Blacksburg, VA,,http://VA.milesplit.com/teams/KF,,http://va.milesplit.com/meets/186191-virginia-tech-high-school-invitational
indoor,2015-01-25,Boston, MA,,,,http://ma.milesplit.com/meets/190880-mstca-elite-meet-coaches-invitational
indoor,2015-01-25,Boston, MA,,,,http://ma.milesplit.com/meets/190879-mstca-coaches-invitational
indoor,2015-01-30,New York, NY,,,,http://ny.milesplit.com/meets/186732-armory-track-invitational
indoor,2015-01-24,Rockville, MD,,http://MD.milesplit.com/teams/GPS,,http://md.milesplit.com/meets/192935-last-track-to-philly
indoor,2015-01-23,Golden, CO,,http://co.milesplit.com/teams/CSM,,http://co.milesplit.com/meets/186835-csm-twilight-open
indoor,2015-01-24,State College, PA,,http://PA.milesplit.com/teams/PSU,,http://pa.milesplit.com/meets/188359-kevin-dare-high-school-invitational
indoor,2015-01-24,Winston-Salem, NC,,,,http://nc.milesplit.com/meets/186190-fast-track-high-school-invitational
indoor,2015-01-23,Richmond, VA,,http://VA.milesplit.com/teams/STC,,http://va.milesplit.com/meets/188949-st-christophers-invitational
indoor,2015-01-23,Gainesville, FL,,,,http://co.milesplit.com/meets/188733-jimmy-carnes-indoor-meet
indoor,2015-01-23,Hampton, VA,,,,http://va.milesplit.com/meets/189452-atlantic-coast-invitational
indoor,2015-01-20,Baltimore, Md,,,,http://co.milesplit.com/meets/192161-baltimore-county-championship
indoor,2015-01-17,State College, PA,,http://pa.milesplit.com/teams/PSU,,http://co.milesplit.com/meets/190366-nittany-lion-challenge
indoor,2015-01-17,New York, NY,,http://NY.milesplit.com/teams/AM,,http://ny.milesplit.com/meets/186725-molloy-stanner-games
indoor,2015-01-17,Houston, TX,,http://TX.milesplit.com/venues/1379,,http://tx.milesplit.com/meets/191107-carl-lewis-invitational
indoor,2015-01-17,Fayetteville, AR,,http://AR.milesplit.com/teams/UAF,,http://ar.milesplit.com/meets/191106-arkansas-high-school-invitational
indoor,2015-01-16,New Haven, CT,,,,http://ct.milesplit.com/meets/188215-yale-track-classic
indoor,2015-01-16,Hampton, VA,,http://VA.milesplit.com/teams/TechT,,http://va.milesplit.com/meets/190818-mlk-holiday-invitational
indoor,2015-01-16,New York, NY,,http://NY.milesplit.com/venues/1942,,http://ny.milesplit.com/meets/190197-colgate-womens-games-4
indoor,2015-01-16,Johnson City, TN,,http://tn.milesplit.com/teams/KYA,,http://co.milesplit.com/meets/186694-kya-high-school-indoor-classic
indoor,2015-01-16,Reno, NV,,,,http://co.milesplit.com/meets/191023-national-pole-vault-summit
indoor,2015-01-14,New York, NY,,http://NY.milesplit.com/teams/Arm,,http://ny.milesplit.com/meets/186722-millrose-games-trials
indoor,2015-01-15,Landover, MD,,,,http://co.milesplit.com/meets/191809-prince-georges-county-championship
indoor,2015-01-10,Baton Rouge, LA,,http://la.milesplit.com/teams/LSU,,http://co.milesplit.com/meets/190690-lsu-high-school-classic
indoor,2015-01-10,Landover, MD,,http://MD.milesplit.com/teams/WJHS,,http://md.milesplit.com/meets/190265-montgomery-invitational
indoor,2015-01-09,New York, NY,,http://NY.milesplit.com/teams/Arm,,http://ny.milesplit.com/meets/186719-the-hispanic-games
indoor,2015-01-09,College Station, TX,,http://TX.milesplit.com/venues/626,,http://tx.milesplit.com/meets/190258-texas-a-m-high-school-indoor-classic
indoor,2015-01-09,Hampton, VA,,http://VA.milesplit.com/teams/LAKE,,http://va.milesplit.com/meets/189565-southeastern-district-invitational
indoor,2015-01-09,Hanover, NH,,http://NH.milesplit.com/venues/2886,,http://nh.milesplit.com/meets/189718-dartmouth-relays
indoor,2015-01-09,New York, NY,,http://NY.milesplit.com/venues/1942,,http://ny.milesplit.com/meets/190196-colgate-womens-games-3
cc,2016-11-19,Louisville, KY,,http://ky.milesplit.com/teams/spld,,http://co.milesplit.com/meets/157695-ncaa-division-diii-cross-country-championships
cc,2015-11-21,Casa Grande, AZ,,,,http://co.milesplit.com/meets/194600-nike-cross-regionals-southwest
indoor,2015-01-07,Landover, MD,,,,http://co.milesplit.com/meets/191272-dciaa-indoor-invitational
cc,2015-11-14,Dayton , TN,,,,http://tn.milesplit.com/meets/188486-naca-cross-country-championships
indoor,2015-01-03,Landover, MD,,http://MD.milesplit.com/teams/NPT,,http://md.milesplit.com/meets/185404-southern-maryland-indoor-track-classic
indoor,2015-01-03,Belton, TX,,,,http://co.milesplit.com/meets/191053-pole-vault-explosion-vi
indoor,2015-01-03,Norman, AR,,,,http://co.milesplit.com/meets/191042-jack-frost-vault-meet
cc,2015-10-31,Colorado Springs, CO,,http://CO.milesplit.com/teams/CHYM,,http://co.milesplit.com/meets/189175-colorado-state-cross-country-championships
indoor,2015-01-03,Lynchburg, VA,,http://VA.milesplit.com/teams/LCHRI,,http://va.milesplit.com/meets/187231-bulldog-invitational
indoor,2015-01-03,Birmingham, AL,,http://AL.milesplit.com/teams/HVER,,http://al.milesplit.com/meets/173627-ice-breaker-invitational-7a
cc,2015-11-14,Oakville, AL,,,,http://al.milesplit.com/meets/197362-ahsaa-xc-state-championship
cc,2015-11-07,Rio Rancho, NM,,http://NM.milesplit.com/teams/RRHS,,http://nm.milesplit.com/meets/195428-new-mexico-cross-country-state-championship
cc,2015-11-07,Tallahassee, FL,,http://fl.milesplit.com/teams/FSU,,http://co.milesplit.com/meets/197548-fhsaa-cross-country-state-finals
cc,2015-11-07,Columbia, SC,,,,http://co.milesplit.com/meets/189776-schsl-state-championships
indoor,2015-01-02,Hampton, VA,,http://VA.milesplit.com/teams/LAKE,,http://va.milesplit.com/meets/186557-suffolk-stars-invitational
indoor,2015-01-02,Ann Arbor, MI,,,,http://mi.milesplit.com/meets/188498-mits-u-of-m-1
cc,2015-10-31,Lakeland, FL,,http://FL.milesplit.com/teams/FLYRA,,http://fl.milesplit.com/meets/201860-flyra-middle-school-state-championship
indoor,2015-01-02,Birmingham, AL,,http://AL.milesplit.com/teams/HVER,,http://al.milesplit.com/meets/173626-ice-breaker-invitational-1a-6a
cc,2015-09-12,Lyons, CO,,http://CO.milesplit.com/teams/LYON,,http://co.milesplit.com/meets/195228-st-vrain-cross-country-invitational
indoor,2014-12-30,Bethlehem, PA,,,,http://pa.milesplit.com/meets/188193-robert-j-burdette-indoor-classic
cc,2015-10-09,Kissimmee, FL,,http://FL.milesplit.com/teams/DIS,,http://fl.milesplit.com/meets/202820-disney-cross-country-classic-presented-by-new-balance
indoor,2014-12-29,New York, NY,,http://NY.milesplit.com/teams/Arm,,http://ny.milesplit.com/meets/186710-marine-corps-holiday-classic
cc,2015-10-03,Oakville, AL,,http://AL.milesplit.com/teams/LAWR,,http://al.milesplit.com/meets/197358-17th-annual-jesse-owens-classic
cc,2015-10-02,Tallahassee, FL,,http://fl.milesplit.com/teams/FSU,,http://co.milesplit.com/meets/197547-fsu-prestate-invitational
cc,2015-09-25,Titusville, FL,,http://FL.milesplit.com/teams/TTVL,,http://fl.milesplit.com/meets/187238-flrunnerscom-invitational-16
indoor,2014-12-27,Landover, MD,,http://VA.milesplit.com/teams/ROB,,http://md.milesplit.com/meets/188951-fit-friends-of-indoor-track-invitational
indoor,2014-12-27,Boston, MA,,,,http://co.milesplit.com/meets/190835-boston-holiday-challenge
indoor,2014-12-26,New York, NY,,http://NY.milesplit.com/teams/NSSHS,,http://ny.milesplit.com/meets/186708-north-shore-hs-invitational
indoor,2014-12-27,Providence, RI,,,,http://ri.milesplit.com/meets/189827-rhode-island-classic
indoor,2014-12-26,Landover, MD,,,,http://md.milesplit.com/meets/190872-frostbite-invitational
cc,2015-09-05,Memphis, TN,,http://tn.milesplit.com/teams/CBU,,http://co.milesplit.com/meets/201237-brooks-memphis-twilight-classic
indoor,2014-12-21,Boston, MA,,,,http://co.milesplit.com/meets/190671-mstca-winter-festival-small-schools
indoor,2014-12-22,Landover, MD,,http://VA.milesplit.com/teams/ROB,,http://md.milesplit.com/meets/190294-winter-track-festival
indoor,2014-12-20,Winston-Salem, NC,,,,http://nc.milesplit.com/meets/186183-ncrunners-holiday-invitational
indoor,2014-12-20,Providence, RI,,,,http://ri.milesplit.com/meets/189826-ritca-invitational
indoor,2014-12-20,Boston, MA,,,,http://co.milesplit.com/meets/190672-mstca-winter-festival-large-schools
indoor,2014-12-20,Toms River, NJ,,,,http://nj.milesplit.com/meets/188266-demarest-invitational
